message,soc
"Michael führt sein Versagen intern stabil, indem er seinen mangelnden Talent verantwortlich macht.Dementsprechend ist er unmotiviert, weil er nichts ändern kann.Diese Selbstverschiebung wird gestärkt oder sogar durch die fremde Zuordnung der Eltern verursacht.Diese erzählen von ihren schlechten Mathematik und deuten",41
"Michael führt sein Versagen intern stabil, indem er seinen mangelnden Talent verantwortlich macht.Dementsprechend ist er unmotiviert, weil er nichts ändern kann.Diese Selbstverschiebung wird gestärkt oder sogar durch die fremde Zuordnung der Eltern verursacht.Diese erzählen von ihren schlechten Mathematik und deuten",41
Hab jetzt glaube ich alles reingeschrieben. Kürzungs- oder Änderungswünsche?,36
"Jetzt glaube ich, dass ich alles in den Anfragen geschrieben habe.",36
Jetzt glaube Glaube dass ich alles in den Anfragen geschrieben habe.,36
"Jetzt glaube ich, dass ich alles in den Anfragen geschrieben geschrieben",36
"Das passt so, finde ich gut .",39
"Das passt, ich finde es gut.",39
"Danke! Ihr könnt den Chat jetzt über den ""Chat Beenden""-Button schließen.",-1
"Danke! Sie können jetzt den Chat über die Schaltfläche ""Chat"" schließen.",-1
"Danke! Sie können jetzt den Chat über die Schaltfläche ""Chat"" schließen.",-1
"Okay, ciao Bremerhaven!",35
"Okay, Ciao Bremerhaven!",35
"Hallo, willkommen in der Chatumgebung. Seid ihr beide da?",-1
"Hallo, Willkommen in der Chat -Umgebung. Bist ihr beide dort?",-1
"Hallo, Willkommen in der wünschenswert -Umgebung. Bist ihr beide dort?",-1
"Hey, ja bin da.",-1
"Hey, ja, ich bin da.",-1
Bist du auch da Funchal?,-1
Bist du auch da?,-1
Ja,-1
umso eher als,-1
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",-1
"Können Sie vor dem Start bestätigen, dass das Halbkartin Tool ordnungsgemäß mit Ihnen funktioniert? Bitte wählen Sie einen halben Satz aus und veröffentlichen Sie es im Chat.",-1
"Ahnung Sie vor dem Start bestätigen, dass das Halbkartin Tool ordnungsgemäß mit Ihnen funktioniert? Bitte wählen Sie einen halben Satz aus und veröffentlichen Sie es im Chat.",-1
"Können Sie vor dem Start bestätigen, dass das Halbkartin Tool ordnungsgemäß mit Ihnen ordnungsgemäß Bitte wählen Sie einen halben Satz aus und veröffentlichen Sie es im Chat.",-1
"Können Sie vor dem Start bestätigen, dass das Halbkartin Tool ordnungsgemäß mit Ihnen funktioniert? Bitte abstimmen Sie einen halben Satz aus und veröffentlichen Sie es im Chat.",-1
"Können Sie vor dem Start bestätigen, dass das Halbkartin Tool ordnungsgemäß mit Ihnen funktioniert? Bitte wählen Sie einen halben Satz aus und veröffentlichen verlautbaren lassen es im Chat.",-1
"Du hast gerade geschrieben, dass",-1
Du hast das gerade geschrieben,-1
Du hast geschrieben gerade geschrieben,-1
"Du hast gerade geschrieben, dass ich dir bestätigen soll, dass das Tool funktioniert. Hiermit bestätige ich es :)",-1
"Du hast gerade geschrieben, dass beurkunden dir bestätigen soll, dass das Tool funktioniert. Hiermit bestätige ich es :)",-1
"Sie haben gerade geschrieben, dass ich bestätigen sollte, dass die Werkzeugarbeiten. Ich bestätigte es hiermit :)",-1
"Sie haben gerade geschrieben, dass ich bestätigen beurkunden dass die Werkzeugarbeiten. Ich bestätigte es hiermit :)",-1
Perfekt! :),-1
Perfekt!:),-1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",-1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie jederzeit ständig",-1
"Informationen zur Informationen: In den Fahrern über dem Chat finden Sie den Fall, die Beschreibung der Aufgabe und die Attributionstheorie. Wenn Sie Fragen haben, können Sie sie jederzeit stellen.",-1
"Informationen zur Informationen: In den Fahrern über dem Chat finden Darstellung den Fall, die Beschreibung der Aufgabe und die Attributionstheorie. Wenn Sie Fragen haben, können Sie sie jederzeit stellen.",-1
"Informationen zur Informationen: In den Fahrern über dem Chat finden Sie den Fall, die Beschreibung der Aufgabe und die Attributionstheorie. Wenn Sie Fragen haben, können Sie sie ständig stellen.",-1
Ok,-1
passabel,-1
"Wenn alles klar ist, dann könnt ihr jetzt mit eurer Diskussion beginnen. Bitte verwendet dabei nach Möglichkeit das Halbsätze-Tool. Ihr habt 30 Minuten Zeit.",-1
"Wenn alles klar ist, die Gesamtheit könnt ihr jetzt mit eurer Diskussion beginnen. Bitte verwendet dabei nach Möglichkeit das Halbsätze-Tool. Ihr habt 30 Minuten Zeit.",-1
"Wenn alles klar ist, dann könnt ihr jetzt mit eurer Diskussion beginnen. Bitte verwendet dabei nach Möglichkeit das Halbsätze-Tool. Ihr habt 30 Minuten Zeit.",-1
"Wenn alles klar ist, können Sie jetzt mit Ihrer Diskussion beginnen. Wenn möglich, verwenden Sie bitte das Half-Ketching-Tool. Sie haben 30 Minuten.",-1
"Ahnung alles klar ist, können Sie jetzt mit Ihrer Diskussion beginnen. Wenn möglich, verwenden Sie bitte das Half-Ketching-Tool. Sie haben 30 Minuten.",-1
"Wenn alles klar ist, können Sie jetzt Diskussion Ihrer Diskussion beginnen. Wenn möglich, verwenden Sie bitte das Half-Ketching-Tool. Sie haben 30 Minuten.",-1
okay danke,-1
okay vergelt's Gott,-1
okay danke,-1
vergelt's Gott danke,-1
"Ich habe mir den Fall gerade durchgelesen. Bist du auch soweit, Funchal?",36
"Besitz habe mir den Fall gerade durchgelesen. Bist du auch soweit, Funchal?",36
"Ich habe gerade den Fall gelesen. Sind Sie auch bereit, funchal?",36
"Ich habe gerade den direkt gelesen. Sind Sie auch bereit, funchal?",36
Ja. Wir können anfangen zu diskutieren,35
Ja. Wir können anfangen zu diskutieren,35
Ja. Wir können anfangen zu diskutieren,35
Ja. Wir können anfangen zu diskutieren,35
"Ich finde, die Mathe-Lehrerin macht zunächst nichts falsch, als sie Michael zunächst mitteilt, er müsse sich anstrengen, um das nächste Schuljahr zu schaffen. Das ist schließlich etwas, das er kontrollieren kann.",35
"Ich finde, die Mathe-Lehrerin macht zunächst nichts falsch, als eingangs Michael zunächst mitteilt, er müsse sich anstrengen, um das nächste Schuljahr zu schaffen. Das ist schließlich etwas, das er kontrollieren kann.",35
"Ich finde, die Mathe-Lehrerin macht zunächst nichts falsch, als sie Michael zunächst mitteilt, er müsse sich anstrengen, um das nächste Schuljahr Schuljahr schaffen. Das ist schließlich etwas, das er kontrollieren kann.",35
"Ich finde, die Mathe-Lehrerin macht zunächst nichts falsch, als sie Michael zunächst mitteilt, er müsse sich anstrengen, um das nächste Schuljahr zu schaffen. Das ist schließlich etwas, das er kontrollieren beaufsichtigen",35
"Ich denke, die Mathematiklehrerin macht anfangs nichts falsch, als sie Michael zum ersten Mal ankündigte, dass er sich bemühen musste, das nächste Schuljahr zu schaffen. Nach allem kann er dies kontrollieren.",35
"Ich denke, die Mathematiklehrerin macht eingangs nichts falsch, als sie Michael zum ersten Mal ankündigte, dass er sich bemühen musste, das nächste Schuljahr zu schaffen. Nach allem kann er dies kontrollieren.",35
"Ich denke, die Mathematiklehrerin macht anfangs nichts falsch, als sie Michael zum ersten Mal ankündigte, dass er Anstrengung bemühen musste, das nächste Schuljahr zu schaffen. Nach allem kann er dies kontrollieren.",35
"Ich denke, die Mathematiklehrerin macht anfangs nichts falsch, als sie Michael zum ersten Mal ankündigte, dass er sich bemühen musste, das nächste Schuljahr zu Schuljahr Nach allem kann er dies kontrollieren.",35
In den Worten der Theorie ist es ein internal variabler Faktor,35
In den Worten der Theorie ist es ein interner variabler Faktor,35
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar das die Lehrerin nichts falsches mit ihrem Verhalten macht. Ich stimme dir mit dem internal variabler Faktor zu",41
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar das die Lehrerin nichts falsches zaudernd ihrem Verhalten macht. Ich stimme dir mit dem internal variabler Faktor zu",41
"Sie haben gerade etwas gesagt, das ich zustimme und dass der Lehrer mit ihrem Verhalten nichts falsch macht. Ich stimme dem internen variablen Faktor zu",41
"Sie haben gerade etwas gesagt, das ich zustimme und dass der Lehrer mit zaudernd Verhalten nichts falsch macht. Ich stimme dem internen variablen Faktor zu",41
"Sie haben gerade etwas gesagt, das ich zustimme und dass der Lehrer mit ihrem Verhalten nichts falsch macht. nichts stimme dem internen variablen Faktor zu",41
"Er schiebt seinen Misserfolg darauf, dass er für Mathe nicht begabt ist. Dies wäre internal stabiler Faktor",41
"Er schiebt Schlappe Misserfolg darauf, dass er für Mathe nicht begabt ist. Dies wäre internal stabiler Faktor",41
"Er schiebt seinen Misserfolg darauf, dass er für Rechnen nicht begabt ist. Dies wäre internal stabiler Faktor",41
"Er drängt sein Versäumnis, sicherzustellen, dass er nicht für Mathematik begabt ist. Dies wäre intern stabiler Faktor",41
"Er drängt sein Versäumnis, sicherzustellen, dass er Rechnen für Mathematik begabt ist. Dies wäre intern stabiler Faktor",41
"Du hast gerade geschrieben, dass er seinen Misserfolg auf mangelnde Begabung schiebt, was wiederum einen internal stabilen Faktor darstellen würde. Ich stimme dir zu. Ich glaube allerdings, dass seine Eltern dahingehend eine große Rolle spielen und diesen Glauben bei ihm",37
"Du hast gerade geschrieben, dass Schlappe seinen Misserfolg auf mangelnde Begabung schiebt, was wiederum einen internal stabilen Faktor darstellen würde. Ich stimme dir zu. Ich glaube allerdings, dass seine Eltern dahingehend eine große Rolle spielen und diesen Glauben bei ihm",37
"Du hast gerade geschrieben, dass er seinen Misserfolg auf mangelnde Begabung Talent was wiederum einen internal stabilen Faktor darstellen würde. Ich stimme dir zu. Ich glaube allerdings, dass seine Eltern dahingehend eine große Rolle spielen und diesen Glauben bei ihm",37
"Du hast gerade geschrieben, dass er seinen Misserfolg auf mangelnde Begabung schiebt, was wiederum einen darstellen stabilen Faktor darstellen würde. Ich stimme dir zu. Ich glaube allerdings, dass seine Eltern dahingehend eine große Rolle spielen und diesen Glauben bei ihm",37
"Du hast gerade geschrieben, dass er seinen Misserfolg auf mangelnde Begabung schiebt, was wiederum einen internal stabilen Faktor darstellen würde. Ich stimme dir zu. Stimmlage glaube allerdings, dass seine Eltern dahingehend eine große Rolle spielen und diesen Glauben bei ihm",37
"Du hast gerade geschrieben, dass er seinen Misserfolg auf mangelnde Begabung schiebt, was wiederum einen internal stabilen Faktor darstellen würde. Ich stimme dir zu. Ich glaube allerdings, dass seine Eltern dahingehend eine dahingehend Rolle spielen und diesen Glauben bei ihm",37
"Sie haben gerade geschrieben, dass er sein Versäumnis dazu drängt, einen Mangel an Talent zu fehlen, was wiederum einen internen stabilen Faktor darstellen würde. Ich stimme Ihnen zu. Ich glaube jedoch, dass seine Eltern eine wichtige Rolle dabei gespielt haben",37
"Sie haben gerade geschrieben, dass er sein Unterlassung dazu drängt, einen Mangel an Talent zu fehlen, was wiederum einen internen stabilen Faktor darstellen würde. Ich stimme Ihnen zu. Ich glaube jedoch, dass seine Eltern eine wichtige Rolle dabei gespielt haben",37
"Sie haben gerade geschrieben, dass er sein Versäumnis dazu drängt, einen Mangel an Talent zu fehlen, was wiederum einen internen stabilen Faktor darstellen würde. Ich stimme Ihnen zu. Ich glaube jedoch, dass seine Eltern eine wichtige Rolle dabei gespielt haben",37
"Sie haben gerade geschrieben, dass er sein Versäumnis dazu drängt, einen Mangel an Talent zu fehlen, wieder wiederum einen internen stabilen Faktor darstellen würde. Ich stimme Ihnen zu. Ich glaube jedoch, dass seine Eltern eine wichtige Rolle dabei gespielt haben",37
"Sie haben gerade geschrieben, dass er sein Versäumnis dazu drängt, einen Mangel an Talent zu fehlen, was wiederum einen internen stabilen darstellen darstellen würde. Ich stimme Ihnen zu. Ich glaube jedoch, dass seine Eltern eine wichtige Rolle dabei gespielt haben",37
"Sie haben gerade geschrieben, dass er sein Versäumnis dazu drängt, einen Mangel an Talent zu fehlen, was wiederum einen internen stabilen Faktor darstellen würde. Ich Stimmlage Ihnen zu. Ich glaube jedoch, dass seine Eltern eine wichtige Rolle dabei gespielt haben",37
"Du hast gerade geschrieben, dass seine Eltern bei seiner mangelnde Begabung für Mathe eine große Rolle spielen. Da stimme ich dir zu.",41
"Du hast gerade geschrieben, dass seine Eltern bei seiner mangelnde Begabung für Mathe eine Talent Rolle spielen. Da stimme ich dir zu.",41
"Sie haben gerade geschrieben, dass seine Eltern eine wichtige Rolle bei seinem mangelnden Talent für Mathematik spielen. Ich stimme Ihnen zu.",41
"Sie haben gerade geschrieben, dass seine Eltern eine wichtige Rolle bei seinem mangelnden Talent für Mathematik spielen. Ich stimme Rechnen zu.",41
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar habe ich das anders gemeint: seine Eltern fremdattribuieren bei ihm den Misserfolg in Matze auf mangelnde Begabung.",37
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar habe zwei Paar Schuhe das anders gemeint: seine Eltern fremdattribuieren bei ihm den Misserfolg in Matze auf mangelnde Begabung.",37
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar habe ich das anders gemeint: seine Eltern fremdattribuieren bei ihm den Misserfolg in Matze Schlappe mangelnde Begabung.",37
"Sie haben gerade etwas gesagt, das ich (nicht) zustimmte, und ich meinte es anders: Seine Eltern ausländische Attribute mit ihm das Versagen in Matte wegen mangelnder Talents.",37
"In Zeile 56 des Textes zur Theorie steht, dass dies sehr ungünstig sei.",37
"In Zeile 56 des Textes zur Theorie steht, dass dies nachteilig ungünstig sei.",37
"In Zeile 56 des Textes zur Theorie heißt es, dass dies sehr ungünstig ist.",37
"In Zeile 56 des Textes zur Theorie nachteilig es, dass dies sehr ungünstig ist.",37
"Darauf wollte ich hinaus – ich bin demnach der Meinung, seine Eltern gehen mit der Situation - anders als Michael meint - nicht besonders gut um.",37
"Darauf wollte sodann hinaus – ich bin demnach der Meinung, seine Eltern gehen mit der Situation - anders als Michael meint - nicht besonders gut um.",37
